lifetime;broken;pressureInd;moistureInd;temperatureInd;team;provider
21;0;99.0036527255048;97.3285027497227;72.7718723463772;TeamA;Provider4
45;0;146.482609959968;98.8482515387825;106.979032786164;TeamC;Provider4
74;1;109.819570711956;90.7115116689378;66.8532764477708;TeamC;Provider1
78;0;94.038525448479;96.5797405321449;127.291351440555;TeamB;Provider2
56;0;97.3011312164176;90.8700041666766;80.6965671992975;TeamA;Provider3
60;1;86.4175554470993;103.155599174658;137.104077115018;TeamC;Provider3
6;0;132.093877033479;96.4146282887489;123.03063186359;TeamC;Provider3
50;0;114.278117914019;95.1667930208308;88.9906970071467;TeamA;Provider1
28;0;70.0457688073586;104.98020143056;70.6616966917578;TeamB;Provider4
93;1;122.973006074713;94.1841311523578;95.6383973497058;TeamB;Provider2
69;0;88.9917655236571;94.0895584649205;89.4148844172307;TeamC;Provider2
28;0;104.731654311236;102.861365490141;109.62809347914;TeamB;Provider1
46;0;67.4631450489307;100.312830186741;88.6162240608059;TeamA;Provider1
24;0;86.6568872211224;110.355744312866;105.599702018732;TeamB;Provider2
61;0;130.620585384325;117.536246382422;72.8538466732044;TeamA;Provider1
77;0;136.346695280938;96.6079761457015;99.9695410376174;TeamB;Provider1
54;0;117.686364916119;105.263691364113;69.3830010293317;TeamB;Provider2
22;0;86.8192969446454;85.2584180386851;115.926644261121;TeamA;Provider2
63;0;77.4245434966431;89.9580439500202;112.272675216447;TeamA;Provider3
81;1;136.547799564104;97.2937333282215;105.38996908221;TeamC;Provider4
65;1;75.4638042924908;113.005929972055;122.009132113596;TeamB;Provider3
81;1;91.1115632106508;103.137791750193;99.6825913342914;TeamC;Provider4
74;1;126.434525653713;105.314824723213;107.896672021421;TeamC;Provider1
66;0;93.3146256481827;97.2627603662759;90.1288101102304;TeamA;Provider4
85;0;76.0691456574683;97.0736997009703;83.249853384348;TeamB;Provider4
30;0;106.831263333509;101.213581102125;79.9111735255025;TeamA;Provider3
80;1;104.702919800968;101.730224619316;68.5900158534665;TeamB;Provider1
80;1;64.9793402105286;102.102483148552;82.6773426486874;TeamB;Provider1
63;0;90.9917675783353;93.9534549898847;81.0992495454366;TeamA;Provider4
19;0;76.2381411465394;106.721599671002;123.118131836517;TeamC;Provider1
54;0;112.252107464115;102.839895144936;103.103579378148;TeamA;Provider3
40;0;105.5142855907;99.4815644103576;62.0868276111813;TeamC;Provider2
35;0;138.996848475539;86.8689997189544;89.3593386063532;TeamC;Provider4
29;0;80.7822454022459;94.5538428091804;87.4737134592382;TeamC;Provider2
89;1;58.2824038334035;99.0438599170654;59.1837538960665;TeamA;Provider4
80;1;126.20749580981;108.309433768199;115.591693891638;TeamA;Provider1
33;0;111.737241042831;96.4704318601272;85.4737001683201;TeamB;Provider2
81;0;57.4364218434798;113.586128346986;88.2030025953689;TeamA;Provider4
80;1;84.1302998723161;97.3992180745318;92.5022644393984;TeamA;Provider1
88;1;89.4226350478543;117.87137392257;106.116978442789;TeamA;Provider4
77;0;88.4091057313497;96.9675276109082;102.877008208792;TeamB;Provider1
8;0;100.777048013877;86.1899776382202;93.7743782187842;TeamA;Provider4
2;0;132.825074309486;103.291525219235;132.917355537785;TeamC;Provider1
14;0;93.8010769819942;95.2204350603405;114.194658330098;TeamC;Provider2
80;1;116.034760770925;113.029899016979;118.984113368373;TeamB;Provider1
74;1;79.2104734528328;91.6235299419284;98.4860332473504;TeamC;Provider1
38;0;63.475987278417;101.284186351722;139.559247633557;TeamC;Provider1
65;1;105.410321652892;81.9330362662355;110.817436250094;TeamA;Provider3
79;1;123.707528420136;95.0582419649754;114.315000091559;TeamB;Provider1
41;0;108.449494919223;107.255388291963;125.34029097203;TeamB;Provider2
13;0;85.7802720117849;92.8448367198365;90.2360567033015;TeamA;Provider3
42;0;129.716031942834;101.189589520618;99.9239797317015;TeamB;Provider2
92;1;65.7483249045467;94.926313640919;102.343648535515;TeamB;Provider2
92;1;83.3672664018215;112.143634272588;115.093137834906;TeamB;Provider2
65;1;111.959184407894;117.939408374627;98.5294338564402;TeamA;Provider3
34;0;133.894663532284;105.339567501214;90.3329173704691;TeamA;Provider3
65;1;95.3174682499008;80.6308894704528;92.2132695387716;TeamA;Provider3
65;1;100.35621258351;103.824800747764;86.0879406309417;TeamB;Provider3
65;1;104.655690428913;93.5158374969702;107.738142918445;TeamA;Provider3
80;1;107.312106184681;99.2719729654935;102.030761186127;TeamA;Provider1
61;0;129.402663544774;105.403790691103;87.5560596465109;TeamC;Provider2
45;0;88.0475068257619;108.400040219926;90.8708849551986;TeamA;Provider2
33;0;129.540844997644;92.1216274149076;72.3770322609911;TeamA;Provider2
55;0;92.1617228960782;111.765402128864;112.223980173807;TeamA;Provider1
86;1;81.0568759204583;97.7773965200994;68.7448646533643;TeamC;Provider2
2;0;96.6846585167409;91.4731916704487;92.5909681366316;TeamC;Provider3
80;1;77.0001110839389;98.5353253518795;97.1612124860255;TeamB;Provider1
61;0;127.821077998634;95.9903654449031;104.120367524285;TeamB;Provider4
62;0;105.635963142078;92.7417201120379;98.9073446318555;TeamC;Provider2
23;0;86.3692015982672;80.867812703331;52.5812745703675;TeamC;Provider3
60;0;109.117725497187;92.7776449632217;98.6866462728961;TeamB;Provider2
73;1;96.9785358743389;80.5806695474245;121.475502060314;TeamC;Provider1
92;1;120.184206184581;82.465577657416;132.258599093676;TeamB;Provider2
50;0;108.536148495676;107.429257190222;73.025329009038;TeamB;Provider4
92;1;79.3953376088118;94.7009006025749;115.178837583108;TeamB;Provider2
46;0;96.6517414907772;107.978142413257;116.748521468953;TeamC;Provider1
79;1;83.8596603805802;86.3624847493421;110.847140853272;TeamB;Provider1
67;0;85.5780272341214;100.672950492819;118.526630254106;TeamA;Provider4
54;0;129.815820703543;96.9559089484503;111.164723196705;TeamC;Provider4
27;0;93.6757447840965;101.920229781924;117.450966438488;TeamB;Provider2
93;1;94.0129235544356;107.994372731883;86.8242060497263;TeamB;Provider2
81;0;98.568893159432;106.073924727441;62.0809708601261;TeamC;Provider4
86;1;85.5454686379548;103.560380484033;95.4604446714956;TeamC;Provider2
6;0;97.5270692326445;101.249552028874;113.426554452633;TeamC;Provider2
58;0;102.116709243826;102.309393543076;100.717121795973;TeamC;Provider3
41;0;118.513794876154;96.8172962748196;127.279811454154;TeamC;Provider4
43;0;88.3708172632466;88.252047255559;88.8561542915224;TeamB;Provider4
50;0;110.446073744857;99.5967327244228;100.252123368955;TeamB;Provider4
56;0;112.451108305881;94.6896782022079;62.7168120458244;TeamA;Provider2
72;0;85.5622835093624;102.418594873163;97.1437312340019;TeamB;Provider2
93;1;36.9572185184655;106.369383044482;87.5379946647903;TeamB;Provider2
86;1;123.302840746867;103.762328325033;49.0321527037017;TeamC;Provider2
5;0;86.6780299175041;97.6271034681636;107.559071174972;TeamB;Provider2
67;0;71.4909828700204;93.2324069013906;111.742241265385;TeamB;Provider4
85;1;69.5373147760294;82.6124651066287;120.291262210665;TeamC;Provider2
83;0;100.28486083158;102.433621599301;106.18755158341;TeamA;Provider4
88;0;103.106906180194;100.227662854929;70.15612853004;TeamB;Provider2
33;0;99.1694966410939;109.040779740113;105.114770780283;TeamC;Provider4
82;0;89.0330593586444;102.111698047076;120.45751598487;TeamB;Provider4
93;1;96.0062592815158;91.5174760604001;95.3094535679002;TeamA;Provider2
12;0;104.462267108792;100.079860416776;78.3208273266128;TeamC;Provider2
20;0;144.831716892553;117.907779193838;108.936224142379;TeamB;Provider1
92;1;95.1156514332107;84.6558046544867;122.739044782172;TeamA;Provider2
69;0;66.9330274113447;95.6996094115149;115.368525666131;TeamA;Provider2
52;0;71.2233783616127;91.6444473847867;99.0634152497878;TeamA;Provider1
55;0;103.452460469939;99.7675561079337;128.075925519284;TeamA;Provider2
72;0;118.418412682938;98.541470546428;112.48712502253;TeamC;Provider4
65;1;57.193140908646;102.157621770882;106.448433456952;TeamB;Provider3
27;0;102.676657490974;88.9632025759746;102.979857392178;TeamC;Provider4
80;1;133.779286559295;103.139964469493;104.121542922843;TeamA;Provider1
74;0;99.2177461077696;85.0446983320266;71.4635286177983;TeamA;Provider2
66;0;116.814456036212;96.5603643650983;122.275726244834;TeamA;Provider4
7;0;120.285993781689;103.454136846833;90.5682718857509;TeamB;Provider3
79;1;112.977876255953;98.378240103463;125.761465668493;TeamB;Provider1
92;1;116.740412221959;104.204599108019;129.384728912948;TeamA;Provider2
73;1;94.388588285325;117.554571780753;137.664512340087;TeamC;Provider1
53;0;116.984075686459;85.8356836615256;104.986985496813;TeamB;Provider4
88;1;73.7046001127577;95.0772385961086;105.511616444597;TeamB;Provider4
81;1;121.691151607681;96.4482099919405;108.489184013918;TeamC;Provider4
93;1;107.271387192685;89.4304746531811;60.3001033366616;TeamA;Provider2
80;1;109.279616135446;102.938774378057;113.522496332552;TeamA;Provider1
60;1;73.8268230388379;82.7802893474398;121.202287717573;TeamC;Provider3
87;0;100.769051526;111.50984442341;97.4735029924339;TeamB;Provider4
51;0;112.205918851619;101.936527644539;116.034736178109;TeamB;Provider3
38;0;97.922868883207;103.683904695345;95.7743480904281;TeamA;Provider3
88;1;81.7332567569493;95.6129818989221;134.633656051801;TeamA;Provider4
93;1;101.071841300352;101.45977245298;100.46830951453;TeamB;Provider2
49;0;106.560468260568;92.9306467330123;121.03382780252;TeamC;Provider2
58;0;103.842345971241;88.8982945878419;93.4348237420775;TeamC;Provider3
65;1;89.6355782147052;93.4156983125816;119.513903726454;TeamB;Provider3
88;1;121.237458804813;88.6801212840085;86.8397438518232;TeamA;Provider4
57;0;99.2937147358617;98.015435307475;122.865631684364;TeamB;Provider1
1;0;141.042595240696;113.358821776198;91.3105535503129;TeamC;Provider2
74;0;62.1177503698056;95.0504183999557;84.0769422945685;TeamB;Provider4
49;0;86.4520624637606;85.4486135434021;86.0454160639727;TeamA;Provider2
92;1;114.237531900272;104.460985418796;139.940767878265;TeamB;Provider2
74;1;82.8792793655109;99.5086756610299;84.8228916768593;TeamC;Provider1
65;1;111.073486888011;90.4496745758684;89.9454705324975;TeamB;Provider3
18;0;105.671584435259;114.588045941471;120.043248950529;TeamC;Provider2
2;0;81.9639913426735;82.5599055927156;69.8157220466426;TeamA;Provider2
84;0;88.595563544328;92.0172321154608;57.0791138757327;TeamB;Provider4
93;1;93.6649310414725;114.648220052837;104.038908639139;TeamB;Provider2
21;0;125.242931219187;96.1106484565167;122.751084636802;TeamB;Provider3
16;0;122.414271177354;104.502913588606;73.5428182936219;TeamC;Provider4
34;0;116.557097725936;91.8613670010103;86.4181617324583;TeamB;Provider1
88;1;124.91990096669;110.831755272005;81.4869980651296;TeamA;Provider4
81;1;91.4838745887268;103.915681955398;105.979752672816;TeamC;Provider4
88;1;99.2095646656635;102.742668583164;76.1582084849931;TeamB;Provider4
60;1;105.373392674162;87.2261768355247;72.0667170555982;TeamC;Provider3
35;0;70.9590223594592;91.0561068594914;83.5454428860461;TeamB;Provider2
74;1;100.864796859246;108.025161383856;86.0107396409307;TeamC;Provider1
12;0;62.3357999764781;92.2449899196621;93.7036655590274;TeamB;Provider1
60;1;98.1944535714422;94.1912204839034;75.883324809915;TeamC;Provider3
11;0;94.5584518249748;97.7606202518901;81.0677507833456;TeamA;Provider1
48;0;101.723534190696;87.6210296878387;110.268819650388;TeamA;Provider4
62;0;94.602398885013;99.9041787374622;76.5383493721362;TeamC;Provider1
59;0;110.934903492598;93.210895130837;155.383885662236;TeamA;Provider2
93;1;68.4380512685562;87.6599597541987;91.9192181532937;TeamB;Provider2
5;0;124.06032098103;106.602517787526;100.136732813361;TeamB;Provider3
59;0;98.0161312823928;97.5377027764583;99.2039655581169;TeamC;Provider1
55;0;146.333341848625;98.2375059149169;103.209237304939;TeamB;Provider1
79;1;143.807082623188;106.323960134469;122.020557975805;TeamA;Provider1
11;0;94.6061105925211;113.972122275195;68.8084123986482;TeamC;Provider1
18;0;83.2948558959737;107.504630626063;94.2238018343344;TeamC;Provider2
55;0;92.6527338858318;88.2952566642838;95.7104215902557;TeamB;Provider1
93;1;115.019428176277;113.862350860306;86.3152361220742;TeamB;Provider2
81;1;127.267799770335;84.2694932441904;93.0302748939447;TeamC;Provider4
80;1;95.915753560591;95.0658102931294;84.5935947159323;TeamA;Provider1
80;1;95.0757550792684;104.609516399834;68.8734965637444;TeamA;Provider1
74;1;87.5083165734186;90.0848879444927;74.3331566387379;TeamC;Provider1
65;1;129.966435145808;95.7676724884316;110.724367196665;TeamA;Provider3
93;1;143.587259593435;87.5294052286467;95.5987960262838;TeamA;Provider2
79;1;121.392016201665;116.157060243636;131.383272311401;TeamA;Provider1
23;0;98.2261405994136;102.259017497682;71.9511999833472;TeamA;Provider1
34;0;67.473275545814;107.315640850505;83.0528388066842;TeamC;Provider4
85;1;105.907631414663;116.032056113746;119.301909364493;TeamC;Provider2
52;0;93.099811465931;103.466190672127;71.4977757099296;TeamB;Provider3
65;1;119.136948334995;101.322881859796;82.6631704333684;TeamA;Provider3
71;0;88.1862131144336;116.038864303825;103.525233712955;TeamB;Provider4
60;0;86.0004639902172;100.134086666981;111.421224911864;TeamB;Provider3
38;0;79.743721472278;88.1970400882297;96.9471570815175;TeamA;Provider3
66;0;91.0513861371901;97.5246644134486;78.6174266061584;TeamB;Provider2
39;0;101.676734915787;104.465463180462;78.7549545458093;TeamA;Provider2
74;0;109.557966151758;115.130581701144;126.39215475693;TeamC;Provider4
55;0;110.007172557802;110.676993080956;149.446720252399;TeamC;Provider4
54;0;69.0231752458386;103.640010497281;49.8199026378714;TeamC;Provider2
59;0;118.412843318525;98.1989254381388;73.3733313527285;TeamC;Provider4
27;0;86.070643797823;104.915031464841;137.60615459474;TeamA;Provider2
34;0;152.247259071176;104.465021647513;68.166865138964;TeamC;Provider3
7;0;124.38063958832;101.543218484727;102.611437814176;TeamB;Provider4
20;0;130.776028602374;107.100044158904;94.5256947037284;TeamC;Provider2
88;1;97.00377887565;104.619984296206;120.703500349181;TeamB;Provider4
41;0;103.222429853566;88.1802648911729;99.3788546967735;TeamB;Provider1
8;0;76.3140171421711;96.5301431613911;77.8065786054196;TeamC;Provider3
31;0;71.3220851500687;101.342966380477;117.539157895717;TeamA;Provider4
36;0;137.212822940476;108.457016365429;133.62405484839;TeamC;Provider1
92;1;126.819169254288;83.3110949342233;117.666962905001;TeamA;Provider2
81;1;88.0162078868757;101.284749552094;93.0788466498414;TeamC;Provider4
23;0;77.5284340045188;102.376356603246;107.688731265888;TeamA;Provider2
86;0;76.1966482874448;102.69190072984;95.9769699304037;TeamB;Provider2
88;1;97.8614058392145;108.591160334744;99.8676088893154;TeamB;Provider4
34;0;86.143927741775;94.8690641564518;128.106399413465;TeamA;Provider3
25;0;98.5626193476727;96.5245022057101;49.8484693916919;TeamA;Provider1
60;0;113.226928530792;128.5950382599;96.4887392716014;TeamA;Provider1
13;0;77.9098028053159;81.7188230460476;116.27016757127;TeamC;Provider3
65;1;73.4390873298102;104.027956672612;94.9069267288887;TeamB;Provider3
42;0;79.3145506311807;97.4011803260534;78.5064614661066;TeamA;Provider1
74;1;82.898004582812;89.931102713145;77.2732841320437;TeamC;Provider1
16;0;83.3161189389479;102.653860266742;106.32379782968;TeamC;Provider2
56;0;87.5132178147223;115.461282003485;104.024232920398;TeamA;Provider4
2;0;69.9398975741455;86.2923872137603;91.8619831607965;TeamC;Provider3
40;0;80.4007161191632;116.07755850691;94.0109834925596;TeamC;Provider2
8;0;71.9863277658513;91.9602387556708;109.951767954085;TeamB;Provider4
93;1;79.524182956074;89.0224113499365;90.3098982243133;TeamB;Provider2
74;1;87.0741333981318;123.267693504058;101.006416290827;TeamC;Provider1
53;0;108.929216525704;86.1687225946016;107.69512745478;TeamB;Provider2
12;0;95.0630550766382;105.985944837959;108.008286561862;TeamB;Provider2
65;1;98.4117459641671;101.098345428194;100.763012433118;TeamA;Provider3
92;1;105.38312401655;106.417317704028;133.650469907251;TeamB;Provider2
34;0;75.1716324328247;99.0688751643314;105.636083488595;TeamA;Provider2
92;1;111.273041638987;84.0277513642061;122.196842838124;TeamA;Provider2
93;1;89.10571118537;94.896069476687;93.7346169417357;TeamA;Provider2
80;1;136.363399032275;89.9020476111775;77.3760986979806;TeamA;Provider1
44;0;98.4683561017738;100.230812236062;117.352803125377;TeamB;Provider2
60;1;64.1077885081749;97.408473261851;133.744831662494;TeamC;Provider3
35;0;101.114614094756;101.443588733347;102.252668531025;TeamC;Provider3
22;0;87.6698225491988;122.359125126431;89.4313582582135;TeamC;Provider2
46;0;133.483558273956;96.4460413778451;86.1177334705843;TeamA;Provider4
8;0;92.2602717236116;88.160594743489;125.675071814945;TeamC;Provider2
71;0;96.7089701151625;111.763116261491;102.402376943337;TeamC;Provider2
85;0;109.626239793362;99.7041413175942;112.418278520955;TeamC;Provider2
40;0;101.632660096327;82.8415193906025;97.3135436981735;TeamB;Provider2
92;1;102.340943089281;90.8066525905072;109.233879061013;TeamB;Provider2
9;0;95.0314663579758;99.0437821054054;133.463781387037;TeamA;Provider4
47;0;97.5639994248352;97.8287669783261;79.9884023880939;TeamA;Provider1
53;0;98.3296228483694;100.593810918323;115.574104672874;TeamB;Provider3
16;0;98.8578846256265;94.5961915775676;114.293405610252;TeamC;Provider4
17;0;94.6895033110666;108.28221078778;89.0581329758517;TeamA;Provider2
65;1;96.8779863146276;98.3245499679405;111.127674058419;TeamA;Provider3
88;1;91.6457395090191;103.859003324832;92.3452669325506;TeamA;Provider4
19;0;112.403327450774;107.738366744759;111.479289516057;TeamB;Provider1
77;0;137.366907704013;98.2630189444944;87.225264736008;TeamA;Provider4
65;1;87.7137937603678;82.1579422983614;121.869235987125;TeamB;Provider3
63;0;110.083131033781;112.981255134109;96.6274821351435;TeamB;Provider2
47;0;94.0060208703756;102.141170308859;55.6263735858614;TeamC;Provider1
10;0;68.6614837498014;106.17035460387;71.7579110093989;TeamC;Provider1
80;1;95.3239756730385;103.290379069403;109.411016202253;TeamA;Provider1
74;1;116.631920812448;113.131656166672;83.1886714016427;TeamC;Provider1
53;0;86.8200704137517;107.214176625515;95.7994367400252;TeamB;Provider3
92;1;83.4177586891891;91.629271676119;148.12840182372;TeamB;Provider2
55;0;83.8698941466232;122.349205572493;62.5481749314757;TeamB;Provider2
48;0;123.046047952373;103.75440812211;95.8259289585454;TeamC;Provider1
85;1;94.6070505298048;102.85312588233;100.272025565929;TeamC;Provider2
65;1;112.893970938301;104.742757300075;107.360630649164;TeamA;Provider3
61;0;109.259770620019;92.2501738436271;70.1168101959722;TeamA;Provider3
32;0;127.266919390447;93.9293256402371;73.306119703627;TeamA;Provider1
86;1;99.6495462897836;104.909251803415;93.4334261371718;TeamC;Provider2
60;1;51.462223948625;100.551116866637;106.511403075536;TeamC;Provider3
85;0;67.4667273558034;111.228097854918;89.0860261757429;TeamA;Provider4
18;0;124.544449478572;94.4941153784932;130.882358188402;TeamB;Provider4
81;1;70.2315432702041;118.904873300173;103.649681485203;TeamC;Provider4
81;1;93.6250424507039;111.779329340345;126.99957636196;TeamC;Provider4
80;1;80.8034881973998;101.637449980656;116.465016131973;TeamA;Provider1
78;0;90.0703861962889;86.5167871790737;129.787745431393;TeamB;Provider1
39;0;99.9471369278115;88.0797163305951;100.815349249862;TeamA;Provider3
88;1;82.4880749715973;94.0632512127408;118.094544837394;TeamA;Provider4
79;1;111.766172366061;97.2245922654652;116.803067113169;TeamA;Provider1
28;0;80.5392380722922;105.454307043823;117.114820140652;TeamC;Provider3
86;1;119.147172396443;88.6978330670181;44.0586193666166;TeamC;Provider2
74;1;75.24853056165;106.874324456629;53.8688915421606;TeamC;Provider1
81;1;97.5018264321562;92.2280386632482;80.8001592499436;TeamC;Provider4
34;0;56.9187047797249;74.7474154323045;94.9233969683204;TeamA;Provider2
80;1;96.1052436562064;116.493253755881;97.1431875796629;TeamB;Provider1
2;0;69.0458009875591;104.21461419472;83.0766020923846;TeamA;Provider3
80;1;83.1243668851917;103.954519913139;92.1182029739134;TeamB;Provider1
49;0;96.0259550974909;101.766574470597;129.395918327533;TeamB;Provider3
73;0;62.212398640684;97.980555432284;112.045723026727;TeamA;Provider1
12;0;113.033943198844;111.219652991412;107.999878668341;TeamC;Provider2
18;0;90.2445261208826;109.523417485546;123.347188765842;TeamA;Provider4
88;1;115.250734020743;112.15881504572;102.082981703978;TeamB;Provider4
60;0;110.881229389371;90.7489880491111;105.055992831972;TeamB;Provider3
15;0;73.647483883472;108.878362182499;120.111978126801;TeamB;Provider3
44;0;131.502407698309;106.5461545208;109.803034918713;TeamA;Provider4
30;0;130.08947694698;96.3677465463466;103.608343788988;TeamA;Provider3
12;0;107.340919549698;89.5379914245562;76.7571512538491;TeamB;Provider2
80;0;89.8822227357201;103.847033231518;90.8944963494642;TeamB;Provider4
60;1;84.2510443868531;101.345903697692;137.731650736163;TeamC;Provider3
77;0;99.5522835147389;99.2654850389908;91.4661691604249;TeamA;Provider1
9;0;105.705985314247;93.901440404445;114.699901776122;TeamC;Provider4
17;0;63.6882948586703;87.0401166242022;124.594329758108;TeamB;Provider2
74;1;104.17149102964;106.385682304388;104.016076901761;TeamC;Provider1
92;1;110.868929477591;98.5840231965362;121.560520755058;TeamA;Provider2
85;1;85.2043483642503;108.833449438044;119.164043095589;TeamC;Provider2
80;1;132.613006127246;94.9246753432268;86.815609477175;TeamB;Provider1
61;0;90.1999152146795;87.7240807741426;148.794877323806;TeamB;Provider1
38;0;105.849510622478;120.822109015319;102.829345934851;TeamC;Provider4
48;0;105.508898367029;117.321656086361;92.4026811704867;TeamB;Provider4
65;1;84.7512674902862;121.810666141841;102.970259971178;TeamB;Provider3
55;0;107.641318026284;113.515251151315;90.9112721024214;TeamC;Provider4
88;1;85.5834849198282;106.112353053383;92.0846080770726;TeamB;Provider4
80;0;93.2828922485173;112.063609962946;95.2177329298806;TeamC;Provider2
86;1;87.5950461927461;90.7036618663612;71.4124343389831;TeamC;Provider2
61;0;92.1591562077155;102.992346134046;85.1545664072389;TeamC;Provider1
77;0;89.1326431886754;108.281243369757;114.635356963965;TeamA;Provider1
61;0;137.107418641161;89.7534733554905;83.1291920102263;TeamA;Provider1
80;1;103.697095083749;119.087240540128;107.22021274478;TeamB;Provider1
85;1;85.332118379031;92.9757765648247;139.864170196802;TeamC;Provider2
71;0;114.671871554839;106.019761417246;90.6946773074126;TeamC;Provider1
35;0;88.7183346497995;79.2370987276442;123.575621133011;TeamA;Provider4
7;0;103.919882218385;104.467181357552;114.68602229451;TeamA;Provider1
10;0;116.205152281744;95.817619837652;114.043888875796;TeamC;Provider2
80;1;112.504778253501;95.3980058935308;86.0916824383788;TeamB;Provider1
60;1;112.256435716188;85.2411477780629;106.784924014892;TeamC;Provider3
80;1;78.9181898370142;80.5003030338126;87.986408940404;TeamA;Provider1
60;1;100.221632030219;101.370570794389;112.342235007857;TeamC;Provider3
65;1;68.8318041172373;100.007589588715;77.6254651897801;TeamB;Provider3
46;0;100.130383168905;94.5852992165945;120.325406971828;TeamC;Provider2
93;1;92.9766748686757;98.6413713576309;101.33211558869;TeamA;Provider2
50;0;81.6056171343827;88.6523958046223;80.0583213480508;TeamC;Provider1
28;0;126.165319768889;93.4988474239358;87.9838612663128;TeamC;Provider3
92;1;106.057901436073;80.7513541140388;111.462918406537;TeamB;Provider2
51;0;83.8438751319971;96.4636087327102;92.7982037406028;TeamB;Provider4
12;0;126.859252818814;92.5552908688487;109.743820250271;TeamB;Provider4
4;0;89.9994370970126;104.972911618981;129.98789388099;TeamA;Provider1
65;1;96.5322425170987;96.2603749546956;76.0855704608211;TeamB;Provider3
53;0;99.2394026103005;105.93697479324;100.623051861936;TeamC;Provider1
35;0;115.306203828538;105.926707122923;75.19061893895;TeamB;Provider3
20;0;104.62156973181;113.248421246858;110.26723760358;TeamB;Provider2
60;0;111.315166762489;106.434611702541;77.2103046300889;TeamB;Provider1
56;0;99.1679381985282;99.3860527319622;93.0041166268819;TeamC;Provider4
72;0;105.003465262036;113.907965773793;92.9299633930976;TeamA;Provider2
60;1;130.517333446559;94.2423532865275;77.0707776181701;TeamC;Provider3
37;0;106.10007789862;99.8478869275563;93.3457500816103;TeamA;Provider4
